"n_observations","mean_incidence","sd_incidence","min_incidence","max_incidence","mean_day_temp","mean_night_temp","mean_rainfall","mean_humidity"
130,58.4928437322923,40.4362460562934,8.195763048,180.4276371,31.3176923076923,22.7992307692308,101.932307692308,81.4384615384615
